MSE,RMSE,MAE
16.972516025340024,4.119771355954117,2.84042731679176
19.58549695297067,4.425550468921427,3.070724570278703
23.79881529475677,4.878402945099633,3.2580840569988565
14.465708581174539,3.8033812037678447,2.5733604505255734
19.207880557335915,4.382679609250021,2.9053308739256045
18.501990138562597,4.30139397620848,2.7453393097422203
22.457603067359102,4.738945353911469,3.130207619637037
20.961925779533757,4.578419572246929,2.9702636111907967
23.177506724653462,4.814302309229601,3.150413086224178
20.244726692614396,4.499414038807098,2.9076439129220453
23.427992412753074,4.840247143767876,3.2033023255635373
18.90411716563133,4.3478865171059065,2.7615452108531744
21.13619260451776,4.597411511330888,3.074287563076821
20.687394670669665,4.548339770803151,3.0697267486434896
20.35384038067667,4.511523066623584,2.9811221982533342
24.106906775418334,4.909878488864906,3.10391881515711
23.836387685267102,4.882252316837701,3.0655599379563094
19.396245682134342,4.404116901506401,2.9345515838414435
21.858475007870677,4.6753048037396105,2.9864474486398906
17.937128839390095,4.2352247684615385,2.8609285898981787
18.080232066190526,4.252085613694828,2.8722548145166384
25.872324674251747,5.086484510371751,3.346667534062345
22.89919736664184,4.785310582046043,3.151968943780338
18.295372655551102,4.277309043727271,2.867715746381863
21.456857369280932,4.632154722079233,2.926028309021929
21.282630083695842,4.613310100534739,2.9448098983126125
23.980173819376635,4.896955566408239,3.1287270487189898
21.461282793495368,4.632632382727489,3.0151406089773083
19.592219198319132,4.4263098850305465,2.966414259294594
31.46106673572327,5.609016556912921,3.653379963818396
25.626095890367207,5.062222426006902,3.3824525160257335
20.49031131824529,4.52662250670909,3.033214902769528
14.615051073730049,3.82296365058969,2.5519004433615513
22.80543023038123,4.775503138977214,3.073798039876068
20.10119365207282,4.483435474284516,2.9886216510002637
21.92278754500108,4.682177649876293,3.1255430930541994
19.551622887194878,4.421721710736088,2.85390794113959
29.592022585578025,5.439855015124762,3.3356379179727096
26.285902622208994,5.126977922929744,3.411743800783136
19.20611719148599,4.382478430236251,2.953962601649315
25.057642365868894,5.005760917769535,3.1520813729266837
22.294046918665536,4.721657221640039,2.9461509878667633
18.01866680386494,4.24484002099784,2.793271975907936
20.780947829033014,4.558612489456963,2.9723152143732374
20.651476714678513,4.544389586586796,3.079761299220265
18.114857084971078,4.25615519982191,2.9808751887655642
19.9393003654013,4.465344372542985,3.0137049325283796
19.286389084956042,4.3916271568697685,2.8376106536847256
19.77416668402017,4.446815341794639,2.940360330825867
20.65645929785649,4.544937766114789,3.126702526883012
20.97964325654807,4.58035405362381,2.9574917896276434
17.67423991139243,4.204074203839941,2.8405434379968377
24.34319572527719,4.933882419077008,3.2090933519070677
17.461230770161638,4.178663754139789,2.826699397580808
23.178641091880944,4.81442012000209,3.221820318111774
18.907998303244998,4.348332818822059,2.7689247092094633
34.30854220167355,5.85734941775489,3.2768696741354395
20.693838161502907,4.549048050032326,2.965513189289242
20.980566697237563,4.580454857024307,2.998903935960022
21.626462323419993,4.650426036764803,3.0701024818309115
21.143227044801947,4.598176491262808,3.071692025477238
20.996888943623325,4.582236238303666,2.9678811413290824
19.37038476715726,4.401179928968737,2.983125320859786
18.547692665083332,4.3067032246352115,2.9796354908492746
20.75805453430574,4.5561008037910815,3.0437786201688724
26.463514213378758,5.1442700369808305,3.243690326361588
22.54474335406273,4.748130511481622,3.1492826929485327
23.298305777965105,4.82683185722945,2.988259477802568
19.78767329554469,4.448333766203328,2.916332937317295
18.35143897539729,4.28385795462423,2.8552325039987263
18.54936687261817,4.306897592538992,2.837267970176761
19.96177525906073,4.467860255095355,2.968308567055309
18.42337185892133,4.292245549700218,2.9034640428944174
21.987905403087147,4.689126294213789,3.0946446660323077
20.123571414429367,4.485930384483175,2.9591697708156808
23.101099653410067,4.8063603332885965,2.987688941650682
20.1545603668441,4.4893830719648,3.0482343060141845
16.952010546870643,4.1172819367722004,2.830337017481102
22.669707378438705,4.761271613596383,3.036198777280325
18.02725172945222,4.2458511195580355,2.8146795694569984
21.01801948872387,4.584541360782326,2.8607719876047777
21.826791040885656,4.671915136310339,3.065603505966905
17.07834449261237,4.132595370056494,2.9252605061757735
15.872478762406029,3.984027957031179,2.659508093518199
24.155588512992413,4.914833518339397,3.2714591164130464
26.763139368243984,5.173310291123468,3.2204949447130504
22.987006107330835,4.794476624964485,3.235067040506192
24.319519030828257,4.931482437444978,3.1557006803508103
24.39192533771522,4.938818212661326,3.2533774901144787
20.17370179489847,4.491514421094345,2.803735214341236
24.988120123194285,4.998811871154413,3.2423498393944756
26.739289503623787,5.171004689963429,3.2887294632157777
23.434058552760128,4.840873738568289,3.2131517525850724
18.36817996110553,4.285811470550883,2.902244244429318
25.72739903482993,5.072218354411601,3.3194207000917104
27.53711809584696,5.247582119018907,3.3746191148082687
24.4769970415348,4.947423272930546,3.123584837167855
23.0711795442992,4.8032467711225495,3.1456502205407735
22.11398786964814,4.702551208615185,3.1230303069212924
18.538138305713943,4.305593838916293,2.809308925790399
